"entrezgene","sample_1","sample_2","sample_3","sample_4"
78830,937,2866,97,241
78832,148,221,93,165
78833,26,49,19,35
78834,54,74,24,37
78885,43,86,37,82
78887,785,243,116,587
78889,329,648,401,414
78890,26,69,24,93
78891,155,211,107,242
78892,47,72,28,24
78893,112,261,191,476
78894,54,29,13,19
78895,28,46,5,9
78896,38,93,27,39
78903,76,84,28,151
78906,2,1,5,1
78908,785,870,464,737
78910,24,4,0,15
78911,0,2,0,0
78912,70,64,20,74
78913,175,345,182,351
78914,6,12,9,16
78919,2,1,0,0
78920,222,328,179,367
78921,27,42,24,45
78923,36,66,41,50
78925,20,22,20,23
78926,25,53,18,75
78928,178,186,110,154
78929,156,156,51,105
78933,10,4,1,2
78935,44,88,58,136
78937,132,212,68,137
78938,44,55,35,57
78943,28,39,41,22
78977,0,0,0,1
79043,38,65,37,47
79044,2,15,7,20
79059,15,28,12,33
79196,146,57,32,46
79201,68,87,21,61
79202,83,126,36,177
79221,152,165,76,254
79233,63,77,23,45
79235,15,10,3,1
79263,157,237,122,150
79264,130,213,123,196
79362,0,1,0,4
79401,1,1,0,5
79455,0,0,0,0
79456,10,29,15,35
79459,0,0,0,0
79464,60,79,44,154
79554,34,30,18,62
79555,165,218,115,118
79560,171,214,105,299
79565,64,70,31,128
79566,52,97,38,100
80280,36,110,42,63
80281,350,321,145,390
80283,17,50,23,17
80284,6,8,7,6
80285,20,33,16,12
80286,125,179,70,132
80287,49,41,18,29
80288,171,286,120,245
80289,65,88,70,83
80290,7,38,12,11
80291,34,50,12,32
80292,101,180,70,119
80294,94,159,76,129
80297,7,8,3,27
80334,6,12,10,7
80384,0,0,0,3
80385,42,46,19,49
80509,68,88,32,66
80517,173,291,110,182
80706,12,1,0,1
80707,37,45,31,87
80708,27,40,15,59
80718,270,615,198,31
80719,52,97,35,74
80720,4,3,0,7
80721,7,1,0,9
80732,41,180,59,212
80733,9,8,9,42
80743,82,161,75,223
80744,343,365,1146,447
80748,48,88,23,62
80749,4,0,1,6
80750,1930,3901,202,702
80751,71,107,48,83
80752,13,13,6,12
80782,3,0,0,2
80794,2,2,1,8
80795,102,190,80,159
80796,0,0,0,0
80797,30,62,22,49
80837,118,53,31,50
80838,2,33,11,23
80857,0,0,0,0
80859,43,74,42,76
80860,103,191,69,93
80861,7,20,10,10
80876,201,633,289,434
80877,182,366,165,346
80879,13,27,15,11
80880,20,23,24,50
80883,109,200,52,158
80884,268,550,257,422
80885,0,0,0,1
80886,102,176,119,121
80888,29,13,8,6
80889,90,52,34,83
80890,556,511,264,382
80891,31,89,21,61
80892,3515,4424,1763,8261
80893,3,9,2,8
80898,23,25,11,23
80901,3,16,0,19
80902,82,123,42,98
80903,10,13,4,6
80904,60,119,62,175
80905,21,66,45,52
80906,1,0,0,1
80907,16,62,17,65
80908,3,2,0,7
80909,46,53,24,34
80910,2,3,1,6
80911,32,57,31,53
80912,342,568,349,562
80913,319,729,357,675
80914,39,57,28,66
80915,31,95,38,45
80976,12,4,3,0
80978,2,1,1,2
80979,9,5,3,0
80981,9,1,0,0
80982,38,49,21,9
80985,10638,18845,725,1984
80986,70,85,52,253
80987,17,20,15,31
81000,11749,26660,146,447
81003,54,180,74,144
81004,306,673,369,630
81006,14,15,9,9
81007,0,0,0,0
81010,0,0,0,0
81011,8,5,0,0
81012,1,0,0,0
81013,278,143,34,105
81014,1645,1249,572,807
81015,2,0,0,0
81016,14,4,0,0
81017,2,4,0,0
81018,113,274,127,188
81489,2748,4635,140,536
81500,12,15,10,61
81535,42,207,68,167
81600,16,3,0,2
81601,41,67,46,61
81630,22,26,10,18
81701,28,21,13,12
81702,644,1125,671,1569
81703,24,42,14,12
81799,5,12,3,2
81840,55,50,19,52
81845,9,12,2,24
81877,7,2,0,7
81879,49,71,34,67
81896,45,43,48,105
81897,4,2,0,8
81898,518,1689,791,2555
81904,30,70,24,64
81905,0,4,1,11
81906,0,0,1,0
81907,16,17,5,35
81909,29,42,15,22
81910,425,997,508,1316
83379,0,9,0,0
83380,1,0,0,0
83382,2,5,2,43
83383,16,11,5,10
83395,2,1,2,5
83396,119,138,43,131
83397,168,311,128,413
83398,40,13,15,6
83408,9,3,0,5
83409,5,124,39,93
83410,151,320,156,373
83428,3,0,0,0
83429,36,56,24,49
83430,6,1,0,0
83431,92,172,50,117
83433,11,4,6,10
83434,0,0,0,1
83435,41,84,28,40
83436,342,145,36,158
83453,114,149,50,79
83454,2,3,0,4
83456,12,0,0,2
83457,6,0,0,0
83485,34,92,38,77
83486,875,1605,828,1302
83490,11,4,1,4
83491,0,0,0,2
83492,14,0,0,5
83493,66,187,87,137
83553,14,17,13,6
83554,6,6,1,30
83555,60,21,16,11
83556,4,0,0,2
83557,7,1,0,6
83558,3,0,0,4
83560,15,1,0,7
83561,1281,556,20,389
83563,2,0,0,0
83564,3,3,0,4
83565,13,0,0,6
83602,167,378,149,352
83603,12,68,23,74
83669,254,272,134,528
83671,10,19,19,7
83672,22,3,1,14
83674,9,5,1,4
83675,256,243,116,206
83679,219,275,128,244
83691,98,152,55,158
83701,160,347,168,273
83702,6,0,0,0
83703,30,64,22,62
83704,35,32,28,28
83762,4,0,0,15
83766,3,0,0,5
83767,66,76,46,88
83768,25,22,17,13
83770,1,0,0,2
83771,447,187,21,118
83796,64,128,53,95
83797,84,113,90,144
83813,156,223,125,95
83814,1927,6020,128,725
83815,14,50,20,59
83885,5,0,0,1
83921,135,285,154,192
83922,43,72,30,57
83924,32,53,17,40
83925,274,438,227,786
83945,76,121,55,90
83946,265,561,312,1072
83961,140,212,86,280
83962,121,229,99,330
83964,64,153,90,112
83965,28,38,20,26
83984,0,0,0,0
83993,14,0,0,49
83995,0,0,0,1
83996,5,3,0,2
83997,189,404,187,492
84004,115,115,74,228
84035,100,91,36,64
84036,110,149,42,52
84092,185,358,196,580
84094,25,9,5,24
84095,88,103,42,64
84111,2,5,7,0
84112,13,2,0,0
84113,250,356,117,245
84505,208,336,179,248
84506,3,0,0,0
84543,0,0,0,1
84544,5,1,0,0
84585,78,95,48,123
84652,127,293,163,286
84653,0,1,2,0
84682,4,17,18,27
84704,0,0,0,0
85030,9,4,4,8
85031,5,1,2,1
85305,119,288,136,175
85308,6,12,3,15
89867,26,6,5,53
93670,14,4,1,17
93671,18,13,3,14
93672,0,1,0,2
93673,10,0,0,3
93674,199,91,25,76
93675,1,1,0,1
93677,0,5,0,20
93679,71,60,40,50
93681,245,304,142,293
93683,310,1300,554,1543
93684,166,417,202,349
93685,77,88,43,39
93686,380,722,351,802
93687,464,829,565,792
93688,10,2,0,3
93689,10,16,5,10
93690,40,21,16,33
93691,60,64,39,214
93692,49,111,38,71
93694,6,14,8,2
93695,20,17,2,11
93696,80,154,30,84
93697,159,235,107,202
93699,39,90,49,226
93700,16,31,21,38
93701,37,24,18,85
93702,21,27,11,54
93703,34,23,33,87
93704,23,45,25,78
93705,21,38,21,34
93706,88,124,110,108
93707,9,25,14,27
93708,14,21,17,14
93709,13,22,10,25
93710,28,37,18,18
93711,23,28,33,27
93712,21,30,9,43
93713,44,61,19,182
93714,17,40,16,13
93715,27,45,35,82
93716,27,37,29,31
93717,33,49,22,31
93719,1,0,0,1
93721,3,0,0,0
93722,42,66,33,105
93723,28,30,25,58
93724,15,34,19,66
93725,1,0,0,0
93726,3,0,0,0
93728,4,8,0,4
93730,191,272,123,286
93732,5,4,1,5
93734,243,370,125,301
93735,5,19,19,4
93736,788,1229,650,1630
93737,109,122,48,77
93739,8,46,19,30
93742,261,332,199,315
93746,3,0,0,1
93747,87,135,65,141
93757,4,5,0,0
93759,72,106,62,107
93760,742,997,433,1324
93761,85,283,119,341
93762,188,341,195,628
93765,134,328,172,343
93790,44,117,73,67
93806,0,0,0,0
93834,35,82,46,103
93835,0,0,0,0
93836,196,416,128,317
93837,3,18,2,9
93838,136,394,154,45
93840,37,84,32,61
93841,12,20,22,47
93842,7664,15542,94,492
93843,4,10,7,28
93871,333,992,566,942
93872,1,0,0,0
93873,14,20,6,17
93874,25,17,17,31
93875,8,11,9,8
93876,17,8,12,13
93877,24,24,7,27
93878,14,20,18,41
93879,36,34,14,32
93880,26,17,10,2
93881,12,24,10,5
93882,9,23,14,5
93883,17,8,7,11
93884,36,64,29,19
93885,62,43,28,33
93886,25,21,7,35
93887,74,129,52,91
93888,56,46,30,64
93889,55,50,23,56
93890,33,34,19,54
93891,33,44,29,54
93892,6,9,13,20
93893,69,27,16,64
93896,9,0,5,11
93897,45,5,4,23
93898,17,18,10,12
93960,107,169,63,78
93961,6,0,0,3
93966,7,0,0,1
93970,11,2,0,0
94040,287,506,245,381
94041,3,0,0,13
94043,20,55,18,26
94044,125,125,62,88
94045,8,5,1,1
94047,6,0,2,2
94060,4,0,0,0
94061,82,117,54,117
94062,59,102,43,92
94063,13,81,32,134
94064,195,324,141,282
94065,22,45,19,18
94066,50,80,27,74
94067,106,74,40,116
94071,65,60,41,23
94088,7,1,1,7
94089,25,18,4,39
94090,7,12,10,17
94091,31,56,21,73
94092,75,94,52,62
94093,301,536,264,916
94094,61,45,21,44
94109,166,145,15,59
94111,3,1,0,0
94112,161,254,120,255
94175,6,1,0,1
94176,54,44,13,63
94178,14,46,24,33
94179,1,1,1,0
94180,1,0,0,11
94181,66,65,38,33
94184,333,638,290,613
94185,141,150,54,86
94186,176,629,331,650
94187,292,355,168,509
94190,89,193,89,315
94191,8,14,3,24
94192,57,83,47,66
94212,405,285,113,402
94213,154,464,287,434
94214,12104,3899,371,362
94215,4,0,0,0
94216,26,14,4,25
94217,14,8,0,7
94218,125,101,50,78
94219,41,12,6,13
94220,21,54,44,38
94221,51,179,88,142
94222,1,1,0,0
94223,131,385,148,486
94224,1,0,0,0
94226,2,3,0,0
94227,24046,21966,427,4401
94229,13,1,0,1
94230,126,142,75,160
94232,164,233,105,273
94242,42,6,5,13
94244,8759,17760,40,154
94245,77,75,28,129
94246,194,460,250,909
94249,65,39,30,70
94253,76,49,29,91
94254,8,43,28,14
94275,1152,2353,1136,1878
94279,56,157,86,83
94280,244,158,79,221
94281,86,208,93,237
94282,13,39,8,16
94284,18,7,1,27
94315,46,49,35,106
94332,316,302,157,956
94346,2,1,0,1
94352,1180,1473,541,1205
94353,28,85,38,128
96875,385,171,102,303
96935,15,5,5,0
96957,6,3,5,7
96979,5,60,2,3
97031,11,14,7,2
97064,305,451,245,489
97086,6,1,0,9
97112,56,163,88,205
97114,18,73,37,17
97122,18,39,8,54
97130,48,46,20,105
97159,14,41,14,32
97165,162,340,187,1107
97187,8,1,0,1
97212,93,222,152,270
97243,6,0,0,0
97287,29,49,24,54
97387,103,115,56,133
97440,116,131,52,99
97476,2,0,0,1
97484,12,30,12,20
97487,7,13,9,6
97541,94,176,113,233
97761,26,23,11,44
97820,482,448,208,444
97827,60,116,59,95
97848,1,3,0,5
97863,27,19,12,18
97884,128,201,128,265
97895,11,3,0,1
97908,29,33,21,18
97961,546,254,63,210
97998,57,51,41,24
98053,39,210,101,167
98170,32,48,25,57
98193,192,471,196,226
98221,100,306,160,557
98238,497,764,303,333
98256,2,11,0,0
98258,86,166,56,246
98267,80,212,81,231
98303,52,55,2,51
98314,38,58,27,101
98363,8,1,4,0
98365,3,3,0,3
98366,204,235,119,333
98376,62,111,45,77
98386,43,189,109,326
98388,10,38,16,25
98396,117,164,58,98
98402,56,30,17,29
98403,170,370,160,182
98404,99,235,108,307
98415,1517,3439,1455,1653
98417,67,86,38,162
98432,100,64,31,139
98488,66,117,72,160
98496,206,190,64,401
98558,4,2,0,0
98582,9,0,0,2
98660,984,474,199,117
98682,98,56,15,52
98685,80,119,69,185
98710,24,110,27,103
98711,17,45,31,37
98732,141,227,92,115
98733,190,296,128,277
98741,9,42,20,57
98752,16,0,0,0
98758,362,1107,477,734
98766,210,370,142,214
98828,469,660,337,695
98845,7,25,7,20
98870,5,2,0,2
98878,87,94,27,41
98910,129,130,105,188
98932,428,619,209,305
98952,64,129,64,109
98956,66,79,77,100
98970,2,2,0,0
98985,14,67,13,20
98999,40,73,27,37
99003,608,811,322,1504
99010,12,49,16,25
99011,35,64,40,51
99031,64,165,74,173
99035,3,0,0,0
99045,64,46,18,22
99100,49,75,21,106
99138,141,231,100,355
99151,97,169,111,59
99152,130,273,103,179
99167,29,77,32,78
99237,72,170,80,156
99296,9,0,0,1
99311,167,276,112,161
99326,17,32,27,48
99334,675,762,157,544
99349,30,40,11,43
99371,92,116,80,84
99375,267,695,290,711
99377,5,0,0,3
99382,80,117,59,63
99412,99,161,72,154
99439,45,3,1,0
99470,159,258,122,310
99480,48,167,97,340
99512,34,53,24,89
99526,40,33,21,63
99543,261,300,107,280
99571,3,0,0,0
99586,11,24,27,37
99633,1259,1785,990,2273
99650,33,122,66,126
99662,15,44,19,25
99663,9,0,0,2
99681,14,0,0,11
99683,418,618,215,740
99696,360,483,242,378
99709,5,0,0,1
99712,75,78,35,66
99730,45,140,53,119
99738,3,7,2,2
99887,23,23,11,25
99889,70,278,128,162
99890,82,73,24,147
99899,104,52,6,66
99929,47,80,45,54
99982,305,337,164,426
100012,0,0,0,4
100017,11,37,13,9
100019,264,725,346,729
100061,8,59,24,15
100066,7,0,0,3
100072,152,182,109,248
100087,75,40,14,45
100088,24,71,32,15
100090,6,27,13,18
100102,6,6,3,10
100121,35,43,22,59
100129,73,70,31,40
100163,17,54,15,28
100169,234,345,157,308
100177,28,90,69,120
100182,199,130,38,131
100198,44,93,45,65
100201,119,151,69,134
100206,3,39,18,17
100210,12,23,3,9
100213,54,76,25,31
100226,118,336,124,167
100273,136,145,102,285
100317,61,44,28,69
100336,48,98,59,109
100340,1,26,8,20
100342,1,5,1,2
100383,51,84,56,40
100434,300,441,250,533
100465,474,486,110,341
100470,3,0,0,3
100494,927,921,110,615
100515,225,302,151,258
100532,21,47,29,52
100535,3,2,0,1
100554,17,10,4,43
100559,1,1,1,0
100561,26,30,14,31
100604,49,33,42,35
100608,62,75,24,61
100609,179,269,100,151
100637,5,23,6,9
100647,1,0,0,9
100678,10,56,15,11
100683,465,641,375,667
100689,13,8,0,10
100702,44,3,2,4
100705,23,16,4,37
100710,354,921,468,1135
100715,130,199,115,271
100727,12,0,8,3
100732,20,38,50,81
100737,127,161,87,211
100756,51,63,34,21
100763,142,202,123,220
100764,5,17,2,6
100855,135,147,88,109
100900,23,14,4,51
100910,74,110,73,86
100929,61,77,44,83
100952,101,267,87,146
100972,44,91,35,40
100978,47,127,59,145
100986,381,827,550,1610
101023,25,46,25,25
101095,65,71,48,65
101100,7,27,5,25
101113,18,41,31,64
101118,35,118,34,65
101122,9,4,6,2
101142,49,53,35,84
101148,127,211,120,389
101185,76,168,87,188
101187,49,85,38,38
101197,17,38,19,31
101202,2,2,15,0
101206,63,81,54,86
101214,191,793,355,659
101240,31,20,12,19
101314,114,298,93,180
101320,10,2,0,3
101351,108,154,85,170
101358,67,105,27,77
101359,7,2,0,20
101401,93,130,36,128
101434,5,0,0,0
101437,92,132,68,93
101471,154,223,128,245
101476,110,312,188,290
101488,16,30,5,34
101489,111,211,75,159
101490,95,213,124,206
101497,252,273,136,400
101502,19,25,14,32
101513,68,66,37,56
101533,1,3,0,0
101540,60,78,40,47
101543,29,87,36,38
101544,489,389,197,497
101565,142,357,222,356
101568,46,53,24,75
101592,28,61,34,63
101602,4,1,2,3
101604,19,50,14,18
101612,35,49,19,23
101613,19,4,2,7
101631,5,24,3,1
101685,78,128,64,113
101700,23,17,34,28
101706,288,501,309,459
101739,362,782,378,1439
101744,1,0,0,2
101772,14,31,5,26
101809,24,15,10,24
101831,19,13,16,33
101835,105,113,67,77
101861,162,227,150,401
101867,57,82,57,80
101869,19,58,38,56
101883,14,7,6,8
101943,241,467,279,332
101966,46,174,51,63
101985,13,32,23,13
101994,104,194,68,83
102022,2,0,1,1
102032,47,53,23,83
102058,49,101,45,101
102060,26,48,24,26
102075,13,12,8,12
102093,114,229,159,356
102098,91,111,62,111
102103,105,176,59,128
102115,12,26,18,25
102122,130,147,51,122
102124,15,39,17,29
102141,24,69,34,80
102162,90,99,34,79
102182,31,133,40,131
102193,31,94,45,25
102209,90,111,54,80
102247,87,153,70,89
102278,2,2,1,0
102294,18,10,9,36
102323,94,135,50,179
102334,176,478,198,305
102339,50,116,65,136
102371,8,16,7,23
102414,71,167,99,160
102423,27,18,8,39
102436,30775,30556,23551,18681
102442,175,326,141,314
102448,23,42,21,64
102462,49,73,36,47
102502,20,1,8,13
102545,48,74,31,36
102566,38,44,29,51
102570,5,1,1,5
102580,37,44,31,54
102595,23,33,18,11
102607,95,162,80,251
102614,5,2,0,9
102626,20,13,5,6
102632,32,40,27,142
102644,39,64,15,56
102657,339,314,173,206
102680,2,2,6,2
102693,51,68,62,56
102747,27,47,37,104
102774,38,53,36,120
102791,67,71,22,41
102857,171,296,106,199
102866,90,342,155,385
102871,13,9,6,43
102920,48,30,40,77
102954,12,9,2,2
102991,0,0,0,0
103080,17,37,32,41
103098,16,0,1,0
103135,97,180,115,253
103136,78,137,64,78
103140,6,17,16,28
103142,95,48,13,25
103149,5,1,0,2
103161,3,1,7,20
103172,3,6,4,0
103199,28,35,10,10
103213,27,23,21,60
103220,10,16,2,20
103236,89,188,74,81
103266,537,1085,518,740
103268,35,38,25,77
103284,8,23,12,18
103406,34,82,60,74
103425,27,67,45,59
103466,154,226,61,126
103468,80,183,117,271
103511,9,9,1,10
103534,21,22,21,31
103537,314,631,372,843
103551,4,5,2,1
103554,511,952,432,1085
103573,345,744,311,893
103583,342,369,166,261
103655,0,4,0,5
103677,173,341,169,440
103694,69,113,54,93
103710,9,0,1,0
103711,5,6,6,21
103712,588,1080,430,993
103724,29,21,4,7
103733,29,43,21,73
103737,21,62,22,49
103742,18,74,19,17
103743,70,122,56,214
103765,9,27,7,20
103768,19,15,8,24
103775,4,0,0,3
103784,123,122,40,129
103806,202,175,97,261
103836,16,67,42,102
103841,27,42,37,47
103844,5,8,7,3
103850,36,26,24,44
103889,0,0,0,0
103963,246,476,252,277
103964,0,0,0,2
103967,178,384,195,382
103968,7,0,0,19
103978,10,22,17,10
103988,0,7,0,3
104001,13,31,8,19
104002,4,0,0,1
104009,53,85,47,41
104010,1,1,0,1
104015,144,224,109,193
104027,616,608,321,539
104069,1,1,0,2
104079,0,0,0,1
104080,0,0,0,0
104082,160,238,114,232
104086,5,14,4,3
104099,194,338,100,383
104110,25,22,26,46
104111,34,58,36,42
104112,256,288,132,508
104130,65,104,68,114
104156,45,98,39,80
104158,1,5,0,1
104174,3,0,0,9
104175,144,200,64,169
104183,6,0,0,3
104184,80,466,154,346
104215,234,230,99,266
104245,2,0,0,0
104248,150,225,138,208
104252,3,31,14,2
104263,124,287,106,326
104271,73,96,55,191
104303,23,77,35,31
104318,406,471,198,662
104346,34,70,32,78
104348,56,76,34,38
104349,13,44,22,34
104360,1,5,0,2
104362,7,11,3,0
104382,5130,12051,177,142
104383,25,42,16,59
104384,3,0,0,3
104394,61,80,49,64
104401,188,238,138,191
104416,141,247,91,200
104418,45,66,33,108
104443,1,0,0,1
104444,76,169,83,185
104445,42,70,58,27
104457,37,83,28,56
104458,62,249,132,348
104479,68,126,54,60
104570,183,365,192,467
104582,3,1,0,0
104601,3,3,3,12
104625,312,545,252,469
104662,211,339,177,445
104681,15,36,10,23
104709,16,15,3,11
104718,74,74,46,233
104721,175,467,191,599
104725,58,91,32,68
104732,12840,25807,98,436
104759,31,25,12,22
104771,16,34,8,48
104776,85,123,69,162
104799,75,173,72,199
104806,138,153,94,184
104816,6,0,0,0
104831,113,158,88,194
104836,104,133,48,261
104859,62,166,70,132
104871,24,80,31,118
104884,55,42,23,64
104885,18,19,1,0
104886,75,70,51,36
104910,10,5,10,14
104923,199,211,79,140
104943,0,0,2,0
105000,569,396,119,481
105005,0,12,5,26
105014,59,104,24,147
105083,34,29,22,27
105148,403,607,276,842
105171,179,330,180,271
105193,22,5,5,3
105203,384,769,346,687
105239,177,262,86,149
105243,7,4,0,2
105245,255,359,231,254
105246,55,209,86,195
105278,3,28,2,4
105298,248,320,174,113
105348,128,158,87,219
105349,2,0,0,1
105351,26,30,11,33
105352,759,1130,393,229
105355,30,2,0,36
105372,55,160,62,111
105377,50,95,85,186
105387,3,23,5,3
105418,4,2,1,0
105428,119,186,110,421
105439,11,3,3,6
105440,29,105,66,84
105445,91,118,67,152
105446,83,171,73,183
105450,51,40,19,42
105501,90,83,52,131
105504,131,344,115,342
105511,0,0,0,1
105513,73,149,67,85
105522,98,197,110,243
105559,674,1242,614,1181
105590,1,8,0,1
105594,6,0,0,3
105638,54,96,49,167
105651,8,4,2,6
105653,0,0,0,3
105663,106,76,45,40
105670,129,300,131,270
105675,61,82,30,122
105689,578,1017,549,1424
105722,206,316,143,309
105727,235,268,186,208
105732,5,17,8,10
105734,31,28,3,3
105782,62,66,45,46
105785,174,146,57,145
105787,85,168,78,219
105827,4,8,0,27
105833,6,7,8,3
105835,37,35,27,76
105837,45,108,60,159
105841,18,21,14,35
105844,8,24,1,32
105847,67,141,64,77
105853,10,17,8,5
105855,32,79,31,28
105859,4,4,8,23
105866,10,0,0,0
105887,7,0,0,1
105988,39,50,33,61
106014,19,22,13,18
106021,86,232,107,372
106025,57,48,20,80
106039,23,46,15,26
106042,148,167,138,123
106052,12,26,6,35
106064,209,377,171,287
106068,76,55,22,21
106073,38,85,25,36
106143,201,467,173,421
106200,129,215,105,124
106205,124,483,237,401
106248,54,80,45,42
106298,53,160,108,126
106326,48,83,45,70
106338,26,66,8,40
106344,38,70,31,99
106347,7,6,4,7
106369,130,81,53,104
106389,170,55,14,63
106393,30,69,45,48
106407,1,1,0,1
106489,34,53,38,47
106504,110,203,119,339
106512,14,14,1,2
106522,26,54,18,27
106529,184,322,182,333
106557,4,1,7,0
106564,5,32,12,8
106565,2,5,0,2
106572,122,237,87,161
106581,57,67,25,26
106582,22,60,22,24
106583,227,335,223,292
106585,190,399,213,1250
106618,59,54,45,143
106628,11,39,18,17
106633,40,125,42,159
106639,45,70,27,22
106648,2,0,0,1
106672,20,16,7,12
106707,22,25,14,11
106722,1,4,1,11
106757,3,3,1,8
106759,44,84,29,59
106763,25,8,1,20
106766,9,14,6,5
106794,218,314,168,479
106795,48,86,39,159
106821,21,93,41,77
106840,74,117,38,54
106861,7,10,3,0
106869,53,193,78,252
106877,76,52,29,117
106878,25,12,11,29
106894,68,125,67,91
106931,405,344,158,554
106947,29,46,16,23
106952,89,104,34,93
106957,184,358,134,460
107022,58,114,41,63
107029,44,154,53,156
107035,91,182,102,242
107045,67,208,143,205
107047,46,87,64,108
107065,87,63,34,137
107071,45,71,38,63
107094,30,70,17,65
107141,4,1,0,2
107146,2,6,0,0
107173,16,24,13,23
107182,361,619,252,282
107197,21,34,18,26
107221,1,0,1,0
107227,1,2,3,1
107239,22,2,10,2
107242,56,70,36,88
107250,1,0,0,19
107260,67,234,73,68
107271,73,130,53,97
107272,176,307,119,374
107305,58,104,43,46
107321,2,6,1,6
107328,11,44,16,35
107338,380,563,262,433
107351,24,18,9,18
107358,276,657,332,698
107368,268,433,233,546
107371,14,21,16,23
107373,45,147,68,184
107375,3,7,1,5
107392,0,0,0,0
107435,64,190,107,282
107448,4,4,6,21
107449,3628,5809,85,282
107476,277,491,220,556
107477,0,1,2,0
107503,35,87,17,33
107508,317,747,402,819
107513,611,1030,422,775
107515,304,211,186,240
107522,49,95,48,115
107526,16,41,18,19
107527,12,15,8,9
107528,110,76,50,77
107566,94,138,59,138
107568,140,214,120,218
107569,25,99,35,89
107581,172,359,150,297
107585,78,31,28,41
107586,0,0,0,1
107587,146,143,83,301
107589,449,525,226,382
107605,1363,1313,327,1210
107607,15,31,14,25
107650,92,123,69,81
107652,31,76,69,81
107656,6,0,0,1
107684,199,84,25,23
107686,52,187,66,134
107701,49,73,38,114
107702,56,153,64,76
107723,272,295,175,328
107732,160,162,94,161
107733,34,79,34,72
107734,71,182,66,274
107746,233,454,197,242
107747,5,6,2,0
107751,0,0,0,2
107753,4,1,151,2
107765,0,0,1,2
107766,17,5,0,2
107767,92,308,120,268
107769,72,133,66,214
107770,2,14,0,18
107771,30,24,18,24
107815,33,79,58,127
107817,54,87,29,69
107823,307,615,356,511
107829,45,69,42,68
107831,4,10,0,2
107849,16,4,4,3
107869,11,15,13,22
107885,23,48,15,56
107889,1,0,0,0
107895,30,37,10,19
107932,465,777,423,846
107934,33,6,2,22
107939,292,531,189,606
107951,111,155,51,82
107970,0,1,0,0
107971,17,8,5,12
107975,238,334,161,464
107976,46,49,14,35
107986,94,112,83,96
107993,0,4,1,0
107995,54,91,47,89
107999,9,22,9,32
108000,327,572,336,1777
108011,241,476,236,114
108012,23,66,13,46
108013,195,109,29,102
108014,110,233,59,160
108015,561,1014,314,79
108017,2,18,6,7
108030,254,219,89,399
108037,58,99,56,44
108043,12,0,0,6
108052,25,13,10,4
108058,70,131,62,60
108062,111,196,91,176
108067,22,100,25,44
108068,8,4,0,1
108069,3,2,0,1
108071,14,9,0,3
108072,14,11,0,2
108073,20,43,19,3
108075,186,214,77,128
108077,101,144,110,258
108078,422,147,46,48
108079,31,29,19,8
108083,180,243,134,302
108086,124,135,66,128
108089,598,503,215,309
108096,0,0,1,0
108097,37,89,53,63
108098,33,149,55,159
108099,28,35,15,35
108100,18,16,15,10
108101,17,25,14,18
108105,148,162,73,134
108112,0,0,1,1
108114,4,0,0,20
108115,7,0,1,3
108116,104,139,46,102
108121,71,161,38,235
108123,47,90,55,68
108124,116,176,77,111
108138,8,24,16,17
108143,94,279,110,262
108147,77,169,101,45
108148,107,117,77,157
108150,41,37,57,63
108151,138,389,150,159
108153,57,94,43,84
108154,42,104,56,63
108155,832,1857,1014,1553
108156,22,97,36,64
108159,206,294,123,169
108160,39,119,47,71
108161,3,0,0,0
108645,75,141,50,136
108652,53,62,40,51
108653,56,81,38,150
108654,217,405,201,248
108655,165,163,90,133
108657,116,87,54,46
108660,105,377,150,250
108664,31,121,37,67
108670,6,2,2,7
108671,174,350,138,664
108672,53,110,48,160
108673,47,39,19,61
108679,91,141,61,93
108682,59,93,58,98
108686,400,1009,521,1964
108687,10,25,17,9
108689,45,93,52,58
108699,54,103,45,83
108705,228,267,141,240
108707,42,67,26,37
108723,13,1,1,8
108735,68,95,42,50
108737,33,67,45,53
108755,31,117,61,158
108760,105,149,74,47
108767,221,163,92,262
108797,174,167,100,138
108800,216,376,124,242
108802,7,2,1,1
108803,3,0,0,0
108811,0,1,0,6
108812,3,0,3,2
108829,477,739,365,1365
108832,5,3,3,1
108837,257,415,299,491
108841,45,113,31,45
108853,38,56,33,128
108857,375,599,329,946
108888,80,140,75,104
108897,37,88,39,105
108899,299,550,229,554
108900,11,9,4,24
108902,5,6,1,2
108903,69,143,59,92
108907,97,136,116,473
108909,171,214,103,393
108911,258,353,196,178
108912,69,118,93,232
108927,136,113,37,251
108934,130,227,70,202
108937,155,267,131,225
108943,95,217,69,166
108946,266,515,265,736
108954,82,198,98,155
108956,4,0,0,1
108958,22,46,30,80
108960,351,731,379,43
108961,142,115,61,341
108978,94,41,38,286
108989,641,1429,729,3870
108995,6,1,0,2
109006,120,245,78,114
109019,17,35,9,7
109032,756,172,22,349
109042,178,123,66,195
109050,843,563,25,283
109052,7,4,0,0
109054,9,40,13,24
109065,28,65,19,79
109075,202,607,257,149
109077,58,67,34,64
109079,250,395,184,546
109082,59,71,27,58
109093,50,90,44,117
109095,84,46,23,55
109108,43,219,136,122
109113,238,589,246,789
109115,28,84,32,23
109129,146,384,140,446
109135,210,399,208,566
109136,38,78,62,116
109145,72,119,79,169
109151,367,574,295,705
109154,911,1821,529,2201
109161,71,149,58,159
109168,383,720,367,485
109181,212,535,289,738
109205,130,173,65,375
109212,22,37,17,54
